Recency,Frequency,Monetary,Cluster,segments
148,2,603.37,1,churned
52,5,1253.36,0,low-engaged
208,1,63.44,1,churned
139,2,562.9,0,low-engaged
2,3,310.64,0,low-engaged
127,2,317.62,0,low-engaged
108,4,763.64,0,low-engaged
42,4,2148.63,0,low-engaged
35,1,111.98,0,low-engaged
228,2,1065.35,1,churned
241,1,246.04,1,churned
58,1,187.83,0,low-engaged
130,3,1703.41,0,low-engaged
60,6,1652.58,0,low-engaged
22,1,153.92,0,low-engaged
26,7,1064.11,0,low-engaged
9,7,1419.73,0,low-engaged
32,3,944.41,0,low-engaged
4,2,525.24,0,low-engaged
308,1,550.8,1,churned
8,9,1875.11,0,low-engaged
29,3,556.95,0,low-engaged
17,1,131.78,0,low-engaged
101,2,498.42,0,low-engaged
12,4,669.11,0,low-engaged
21,1,197.63,0,low-engaged
15,5,1135.63,0,low-engaged
361,1,250.04,1,churned
11,19,8631.31,3,Regulars
95,1,82.75,0,low-engaged
78,2,1384.85,0,low-engaged
139,3,644.3,0,low-engaged
31,1,2328.84,0,low-engaged
25,8,2527.92,0,low-engaged
2,38,6292.26,3,Regulars
46,3,2600.34,0,low-engaged
100,3,1200.62,0,low-engaged
8,2,700.86,0,low-engaged
15,7,921.07,0,low-engaged
18,4,990.23,0,low-engaged
280,1,96.8,1,churned
14,2,523.11,0,low-engaged
23,2,363.9,0,low-engaged
124,1,175.2,0,low-engaged
86,1,494.25,0,low-engaged
302,2,307.02,1,churned
151,4,2027.87,1,churned
17,8,6643.93,0,low-engaged
94,2,243.36,0,low-engaged
30,11,12353.29,3,Regulars
157,3,781.36,1,churned
355,1,193.64,1,churned
46,1,160.57,0,low-engaged
15,4,537.74,0,low-engaged
4,15,2676.56,3,Regulars
86,1,228.96,0,low-engaged
15,5,1159.52,0,low-engaged
179,1,110.75,1,churned
8,4,1286.07,0,low-engaged
36,3,587.15,0,low-engaged
129,2,1740,0,low-engaged
51,1,1393.06,0,low-engaged
312,1,178.22,1,churned
24,2,388.14,0,low-engaged
303,2,365.85,1,churned
11,1,127.86,0,low-engaged
17,3,585.79,0,low-engaged
49,3,488.2,0,low-engaged
239,2,312.23,1,churned
1,11,4481.18,0,low-engaged
13,8,4801.56,0,low-engaged
238,1,168.4,1,churned
23,8,1912.67,0,low-engaged
73,4,446.18,0,low-engaged
17,3,423.89,0,low-engaged
41,8,1342.68,0,low-engaged
40,4,646.92,0,low-engaged
219,2,495.77,1,churned
199,3,400.1,1,churned
71,2,203.2,0,low-engaged
24,20,4100.92,3,Regulars
11,1,404.66,0,low-engaged
9,29,20275.61,3,Regulars
65,1,65.4,0,low-engaged
4,1,199.29,0,low-engaged
19,2,336.4,0,low-engaged
15,1,261.11,0,low-engaged
8,6,2686.42,0,low-engaged
20,2,784.11,0,low-engaged
78,4,1259.56,0,low-engaged
1,34,31833.68,3,Regulars
164,2,508.8,1,churned
307,2,457.91,1,churned
219,1,203.87,1,churned
39,8,7330.8,0,low-engaged
22,2,696.41,0,low-engaged
115,3,653.38,0,low-engaged
126,5,2129.96,0,low-engaged
5,13,2633.85,0,low-engaged
36,1,281.62,0,low-engaged
4,15,31906.82,3,Regulars
1,3,1031.41,0,low-engaged
333,3,2200.42,1,churned
163,1,32.65,1,churned
185,2,771.85,1,churned
16,5,1214.72,0,low-engaged
12,3,778.94,0,low-engaged
3,7,1258.06,0,low-engaged
44,2,778,0,low-engaged
80,1,507.84,0,low-engaged
30,7,6893.42,0,low-engaged
42,2,463.46,0,low-engaged
11,12,4226.57,0,low-engaged
50,3,598.83,0,low-engaged
16,6,1979.37,0,low-engaged
46,2,698.41,0,low-engaged
19,2,759.17,0,low-engaged
8,6,5037.26,0,low-engaged
72,1,100.8,0,low-engaged
1,28,17256.85,3,Regulars
128,3,524.92,0,low-engaged
33,2,265.76,0,low-engaged
313,1,403.3,1,churned
18,2,365.76,0,low-engaged
88,1,303.16,0,low-engaged
2,7,2373.82,0,low-engaged
2,2,216.3,0,low-engaged
254,1,388.45,1,churned
157,3,186.42,1,churned
37,6,2248.56,0,low-engaged
220,1,534.24,1,churned
148,3,2940.04,1,churned
177,2,120.9,1,churned
40,2,541.53,0,low-engaged
2,7,2520.86,0,low-engaged
8,46,194550.79,2,vip
1,7,1721.4,0,low-engaged
18,2,486.72,0,low-engaged
192,4,517.53,1,churned
204,1,131.7,1,churned
365,1,249.86,1,churned
127,5,1737.7,0,low-engaged
15,1,316.5,0,low-engaged
43,2,657.3,0,low-engaged
94,6,622.43,0,low-engaged
23,3,757.46,0,low-engaged
60,2,675.69,0,low-engaged
16,5,1896.41,0,low-engaged
158,1,289.96,1,churned
10,2,763.28,0,low-engaged
10,2,137,0,low-engaged
16,5,1870.97,0,low-engaged
45,5,1125.07,0,low-engaged
191,3,710.29,1,churned
79,1,194.37,0,low-engaged
78,1,511.82,0,low-engaged
4,4,1255.59,0,low-engaged
65,3,414.04,0,low-engaged
261,1,396.87,1,churned
59,2,376.64,0,low-engaged
1,7,2092.32,0,low-engaged
1,10,3558.87,0,low-engaged
248,1,374.57,1,churned
8,2,497.56,0,low-engaged
359,1,271.05,1,churned
76,1,272.22,0,low-engaged
290,1,622.88,1,churned
17,3,1138,0,low-engaged
221,2,288.6,1,churned
9,4,689.1,0,low-engaged
3,2,558.96,0,low-engaged
206,9,2997.03,1,churned
162,2,1145.84,1,churned
76,1,302.2,0,low-engaged
262,2,605.58,1,churned
281,1,387.31,1,churned
58,8,6115.14,0,low-engaged
25,1,308.48,0,low-engaged
3,31,91062.38,2,vip
29,10,2924.99,0,low-engaged
72,1,513.2,0,low-engaged
128,1,208.65,0,low-engaged
31,4,639.02,0,low-engaged
15,5,768.08,0,low-engaged
309,1,153.94,1,churned
17,6,1844.02,0,low-engaged
54,1,546.81,0,low-engaged
30,3,723.21,0,low-engaged
2,5,1070.71,0,low-engaged
11,4,652.74,0,low-engaged
361,1,145,1,churned
360,1,422.7,1,churned
5,4,1195.9,0,low-engaged
54,4,939.37,0,low-engaged
1,8,3628.5,0,low-engaged
1,10,2385,0,low-engaged
190,1,296.7,1,churned
54,1,223.36,0,low-engaged
280,1,164.4,1,churned
177,1,76.5,1,churned
30,2,897.62,0,low-engaged
26,1,98.42,0,low-engaged
25,2,578.9,0,low-engaged
270,1,170.75,1,churned
43,3,645.96,0,low-engaged
234,1,103.3,1,churned
24,2,148.86,0,low-engaged
197,3,267.16,1,churned
359,1,306.84,1,churned
60,4,930.41,0,low-engaged
130,1,1487.6,0,low-engaged
1,5,1952.45,0,low-engaged
20,2,483.26,0,low-engaged
206,1,157.9,1,churned
14,3,541.46,0,low-engaged
95,4,854.95,0,low-engaged
19,1,167.62,0,low-engaged
14,7,1122.38,0,low-engaged
24,3,454.01,0,low-engaged
8,2,901.21,0,low-engaged
7,8,4331.48,0,low-engaged
332,1,344.14,1,churned
50,4,1498.51,0,low-engaged
71,4,226.75,0,low-engaged
29,3,380.6,0,low-engaged
243,1,185.65,1,churned
8,19,3622.68,3,Regulars
218,1,143.46,1,churned
5,3,448.9,0,low-engaged
253,3,215.72,1,churned
1,25,11045.04,3,Regulars
236,1,175.27,1,churned
7,2,1242.3,0,low-engaged
109,4,1133.07,0,low-engaged
100,3,1240.2,0,low-engaged
60,4,2404.17,0,low-engaged
2,3,1479.22,0,low-engaged
73,7,2225.97,0,low-engaged
4,5,3927.34,0,low-engaged
85,2,993.18,0,low-engaged
12,2,388.79,0,low-engaged
23,7,2827.93,0,low-engaged
214,1,2044.37,1,churned
18,1,161.67,0,low-engaged
239,1,116.01,1,churned
2,6,5102.97,0,low-engaged
78,1,394.72,0,low-engaged
217,2,309.36,1,churned
33,2,193.42,0,low-engaged
41,5,1112.22,0,low-engaged
7,15,3984.22,3,Regulars
53,6,2048.45,0,low-engaged
23,14,4559.15,0,low-engaged
57,1,390.07,0,low-engaged
130,3,329.6,0,low-engaged
174,3,571.2,1,churned
6,3,971.58,0,low-engaged
312,1,218.52,1,churned
60,1,81.44,0,low-engaged
21,3,1379.9,0,low-engaged
33,1,527.05,0,low-engaged
15,2,843.48,0,low-engaged
18,4,2047,0,low-engaged
81,1,75.75,0,low-engaged
6,8,1814.12,0,low-engaged
170,2,503.6,1,churned
2,3,528.33,0,low-engaged
31,4,1324.84,0,low-engaged
36,9,2361.97,0,low-engaged
19,1,285.56,0,low-engaged
31,2,547.06,0,low-engaged
276,1,108.5,1,churned
87,1,621.66,0,low-engaged
120,2,712.29,0,low-engaged
373,1,101.55,1,churned
1,11,2895.64,0,low-engaged
219,3,1008.39,1,churned
65,1,133.06,0,low-engaged
61,4,1797.5,0,low-engaged
138,1,868.49,0,low-engaged
21,1,166.08,0,low-engaged
12,10,3945,0,low-engaged
25,12,4867.72,0,low-engaged
37,4,1207.56,0,low-engaged
277,1,117.55,1,churned
11,7,2638.94,0,low-engaged
73,5,1674.69,0,low-engaged
26,2,595.42,0,low-engaged
17,12,2999.46,0,low-engaged
141,1,196,0,low-engaged
26,7,1802.91,0,low-engaged
19,2,604.64,0,low-engaged
4,2,728.16,0,low-engaged
66,5,2055.51,0,low-engaged
1,2,347.75,0,low-engaged
43,7,3406.72,0,low-engaged
228,1,205.7,1,churned
16,4,1572.71,0,low-engaged
50,2,3178.17,0,low-engaged
2,6,1629.12,0,low-engaged
74,2,551.04,0,low-engaged
1,31,20374.28,3,Regulars
4,6,1387.68,0,low-engaged
2,30,16363.23,3,Regulars
264,1,298.11,1,churned
53,2,1992.11,0,low-engaged
24,1,184.4,0,low-engaged
10,6,2474.33,0,low-engaged
44,1,239.41,0,low-engaged
17,7,3191.53,0,low-engaged
7,7,5739.46,0,low-engaged
30,15,4757.95,3,Regulars
358,2,290.4,1,churned
127,4,740.94,0,low-engaged
137,1,200.47,0,low-engaged
142,1,283.12,0,low-engaged
132,2,765.34,0,low-engaged
38,8,2285.71,0,low-engaged
236,1,338.95,1,churned
261,1,154.95,1,churned
17,4,2534.64,0,low-engaged
253,1,417.95,1,churned
30,4,1824.37,0,low-engaged
35,3,798.74,0,low-engaged
169,2,885.19,1,churned
3,9,1823.52,0,low-engaged
4,17,10504.49,3,Regulars
185,2,152.4,1,churned
188,2,267.08,1,churned
170,1,137.45,1,churned
11,2,385.1,0,low-engaged
45,1,522.91,0,low-engaged
321,1,153,1,churned
201,1,326.4,1,churned
23,11,5655.99,0,low-engaged
232,1,139.35,1,churned
38,15,5396.04,3,Regulars
26,4,1195.94,0,low-engaged
96,4,2424.04,0,low-engaged
127,6,3276.4,0,low-engaged
71,3,1033,0,low-engaged
16,11,3439.08,0,low-engaged
15,1,1060.25,0,low-engaged
4,3,2876.01,0,low-engaged
3,13,5298.48,0,low-engaged
79,4,1240.11,0,low-engaged
373,1,303.97,1,churned
39,2,692.19,0,low-engaged
54,3,700.63,0,low-engaged
2,19,13110.02,3,Regulars
9,3,377.44,0,low-engaged
9,2,168.24,0,low-engaged
19,4,1879.05,0,low-engaged
12,7,2791.35,0,low-engaged
113,2,355.11,0,low-engaged
4,6,2322.4,0,low-engaged
240,1,110.25,1,churned
113,1,71.4,0,low-engaged
178,2,674.52,1,churned
5,9,1797.57,0,low-engaged
359,1,80.64,1,churned
1,5,1772.26,0,low-engaged
1,30,5605.29,3,Regulars
19,8,3456.7,0,low-engaged
17,3,834.99,0,low-engaged
22,2,287.59,0,low-engaged
33,1,712.78,0,low-engaged
263,1,15,1,churned
51,2,818.82,0,low-engaged
159,3,371.88,1,churned
15,1,271.2,0,low-engaged
8,3,2273.18,0,low-engaged
13,10,3997.98,0,low-engaged
199,5,1143.27,1,churned
57,2,245.81,0,low-engaged
11,2,182.77,0,low-engaged
97,4,1225.41,0,low-engaged
255,1,56.4,1,churned
25,3,665.86,0,low-engaged
21,3,658.57,0,low-engaged
159,2,188.02,1,churned
72,2,283.47,0,low-engaged
53,1,131.94,0,low-engaged
85,2,278.74,0,low-engaged
153,4,1865.19,1,churned
74,2,1117.9,0,low-engaged
281,1,225.9,1,churned
27,14,1965.55,0,low-engaged
30,1,106.1,0,low-engaged
25,1,323.04,0,low-engaged
180,2,350.39,1,churned
40,4,697.9,0,low-engaged
22,3,780.43,0,low-engaged
22,10,3055.93,0,low-engaged
37,9,1199.01,0,low-engaged
82,3,1285.04,0,low-engaged
74,1,512.31,0,low-engaged
11,1,546.04,0,low-engaged
16,12,5411.91,0,low-engaged
4,39,7837.73,3,Regulars
13,4,732.16,0,low-engaged
14,5,1770.88,0,low-engaged
37,4,36.56,0,low-engaged
4,3,387.68,0,low-engaged
72,7,3704.87,0,low-engaged
51,1,298.4,0,low-engaged
5,5,1995.46,0,low-engaged
23,4,1820.09,0,low-engaged
299,1,889.24,1,churned
2,3,398.7,0,low-engaged
33,1,35.4,0,low-engaged
50,1,155.37,0,low-engaged
3,3,350.64,0,low-engaged
47,1,110.21,0,low-engaged
42,8,1593.38,0,low-engaged
27,5,2779.3,0,low-engaged
42,1,338.8,0,low-engaged
2,124,40991.57,2,vip
303,1,205.48,1,churned
107,1,51.56,0,low-engaged
85,1,2033.1,0,low-engaged
81,9,901.2,0,low-engaged
218,4,605.8,1,churned
372,34,5391.21,3,Regulars
12,2,114.34,0,low-engaged
185,2,311.26,1,churned
373,1,208.97,1,churned
2,4,1418.03,0,low-engaged
4,23,26879.04,3,Regulars
6,12,5155.66,0,low-engaged
305,1,148.21,1,churned
369,1,252.8,1,churned
3,8,2100.8,0,low-engaged
324,1,330.9,1,churned
59,6,3160,0,low-engaged
13,3,597.5,0,low-engaged
31,20,10526.32,3,Regulars
143,1,329.65,1,churned
30,6,1197.1,0,low-engaged
107,5,428.18,0,low-engaged
2,12,1894.35,0,low-engaged
205,1,155.9,1,churned
80,5,1859.16,0,low-engaged
185,6,683.46,1,churned
170,1,237.61,1,churned
44,1,379.45,0,low-engaged
174,1,178.52,1,churned
365,1,458.92,1,churned
304,1,133.35,1,churned
3,4,671.77,0,low-engaged
4,4,717.45,0,low-engaged
12,1,190.19,0,low-engaged
32,3,899.61,0,low-engaged
129,1,111.35,0,low-engaged
21,8,726.05,0,low-engaged
212,2,203.87,1,churned
323,2,602.09,1,churned
162,1,203.86,1,churned
56,3,244.1,0,low-engaged
225,1,112.25,1,churned
72,8,1119.81,0,low-engaged
44,1,98,0,low-engaged
23,1,256.32,0,low-engaged
173,3,566.6,1,churned
85,2,152.06,0,low-engaged
159,1,155.8,1,churned
190,2,112.2,1,churned
29,1,110.38,0,low-engaged
21,1,191.67,0,low-engaged
71,4,800.24,0,low-engaged
247,1,72.9,1,churned
374,1,243.28,1,churned
9,1,366.23,0,low-engaged
310,5,311.01,1,churned
59,2,411.6,0,low-engaged
4,1,336.43,0,low-engaged
45,3,341.28,0,low-engaged
88,1,1304.04,0,low-engaged
4,17,4204.1,3,Regulars
64,4,826.52,0,low-engaged
282,1,207.5,1,churned
12,7,2962.5,0,low-engaged
373,1,244.08,1,churned
133,2,397.29,0,low-engaged
45,2,212.54,0,low-engaged
11,4,843,0,low-engaged
36,5,1740.48,0,low-engaged
134,2,408.36,0,low-engaged
29,3,1331.57,0,low-engaged
52,2,704.25,0,low-engaged
138,2,145.79,0,low-engaged
5,1,389.84,0,low-engaged
9,7,4301.22,0,low-engaged
160,1,99.14,1,churned
49,10,4106.44,0,low-engaged
131,1,304.56,0,low-engaged
8,1,77.5,0,low-engaged
233,2,149.58,1,churned
37,1,176.68,0,low-engaged
147,1,358.56,1,churned
1,45,58510.48,3,Regulars
72,3,482.2,0,low-engaged
40,3,1008.54,0,low-engaged
5,12,2332.72,0,low-engaged
199,4,557.3,1,churned
249,1,12.75,1,churned
66,1,111.68,0,low-engaged
117,1,508.46,0,low-engaged
171,1,73.78,1,churned
21,39,1296.44,3,Regulars
142,1,102.83,0,low-engaged
32,2,471.7,0,low-engaged
38,14,2622.57,0,low-engaged
38,5,1098.43,0,low-engaged
372,1,123.07,1,churned
374,1,277.35,1,churned
166,2,228.2,1,churned
211,1,582.59,1,churned
242,1,136.04,1,churned
52,1,337.04,0,low-engaged
25,3,740.79,0,low-engaged
15,13,4488.81,0,low-engaged
372,1,353.19,1,churned
29,1,288.14,0,low-engaged
365,1,300.92,1,churned
36,4,757.71,0,low-engaged
166,3,811.45,1,churned
145,1,152.68,1,churned
22,1,634.95,0,low-engaged
56,1,20.8,0,low-engaged
185,1,198.57,1,churned
12,7,201.12,0,low-engaged
237,3,630.84,1,churned
225,2,93.35,1,churned
122,4,678.49,0,low-engaged
282,1,76.1,1,churned
74,8,1970.67,0,low-engaged
37,2,382.06,0,low-engaged
12,2,417.23,0,low-engaged
362,1,169.47,1,churned
4,2,249.72,0,low-engaged
23,1,444.68,0,low-engaged
70,9,2116.19,0,low-engaged
235,1,257.34,1,churned
257,1,174.8,1,churned
373,1,102.79,1,churned
155,2,187.29,1,churned
28,1,166.42,0,low-engaged
4,1,120.03,0,low-engaged
32,5,1483.56,0,low-engaged
81,3,523,0,low-engaged
108,2,122.14,0,low-engaged
52,1,38.45,0,low-engaged
36,1,668.11,0,low-engaged
153,2,389.78,1,churned
99,1,115.31,0,low-engaged
4,2,230.65,0,low-engaged
334,1,73.5,1,churned
65,1,97.97,0,low-engaged
22,2,422.88,0,low-engaged
36,3,730.4,0,low-engaged
32,3,405.62,0,low-engaged
154,6,70.02,1,churned
19,2,357.2,0,low-engaged
12,21,4183.39,3,Regulars
54,1,165.05,0,low-engaged
25,3,559.51,0,low-engaged
4,10,2088.6,0,low-engaged
45,1,189.4,0,low-engaged
203,2,172.29,1,churned
359,1,74.4,1,churned
71,1,300.02,0,low-engaged
7,10,6784.19,0,low-engaged
288,1,363.65,1,churned
10,1,170.16,0,low-engaged
23,3,306.46,0,low-engaged
22,10,2119.41,0,low-engaged
173,3,720.52,1,churned
133,2,814,0,low-engaged
6,14,2392.83,0,low-engaged
75,1,318,0,low-engaged
40,1,396.33,0,low-engaged
289,1,101.7,1,churned
26,5,2036.67,0,low-engaged
258,2,453,1,churned
186,1,247.44,1,churned
114,12,3877.52,0,low-engaged
374,1,489.6,1,churned
23,10,2611.75,0,low-engaged
8,11,2633.01,0,low-engaged
217,2,336.13,1,churned
45,4,3651.97,0,low-engaged
19,2,1231.5,0,low-engaged
36,3,343.45,0,low-engaged
26,1,703.37,0,low-engaged
16,1,90.48,0,low-engaged
330,2,689.95,1,churned
274,1,101.34,1,churned
98,2,4055.72,0,low-engaged
61,1,167.67,0,low-engaged
2,11,9068.26,0,low-engaged
93,4,2106.52,0,low-engaged
82,7,3017.3,0,low-engaged
313,2,580.05,1,churned
12,3,911.15,0,low-engaged
8,6,2697.8,0,low-engaged
127,1,168.31,0,low-engaged
11,2,223.65,0,low-engaged
1,60,259657.3,2,vip
37,1,754.64,0,low-engaged
38,1,113.48,0,low-engaged
330,1,430.7,1,churned
254,1,271,1,churned
2,26,8052.97,3,Regulars
20,1,236.3,0,low-engaged
12,2,352.69,0,low-engaged
369,1,76.32,1,churned
290,1,220.1,1,churned
68,8,1418.03,0,low-engaged
26,1,320.72,0,low-engaged
11,26,5653.82,3,Regulars
368,1,181.12,1,churned
214,1,111.15,1,churned
149,2,673.1,1,churned
8,6,1826.21,0,low-engaged
24,2,589.44,0,low-engaged
30,4,1142.99,0,low-engaged
61,1,206.83,0,low-engaged
19,3,348.73,0,low-engaged
243,1,112.55,1,churned
15,3,1059.39,0,low-engaged
212,1,931.5,1,churned
29,5,681.91,0,low-engaged
63,3,784.33,0,low-engaged
295,1,152.65,1,churned
18,6,8438.34,0,low-engaged
157,2,1019.52,1,churned
117,2,1000.16,0,low-engaged
8,12,2888.75,0,low-engaged
13,4,2861.55,0,low-engaged
141,2,160.35,0,low-engaged
46,2,179.34,0,low-engaged
51,3,612.08,0,low-engaged
32,3,566.58,0,low-engaged
135,2,653.35,0,low-engaged
3,2,399.19,0,low-engaged
75,3,371.62,0,low-engaged
13,2,734.94,0,low-engaged
9,2,453.4,0,low-engaged
301,1,530.15,1,churned
57,2,638.06,0,low-engaged
15,5,1618.69,0,low-engaged
37,1,399.65,0,low-engaged
177,1,302.46,1,churned
23,3,1384.86,0,low-engaged
176,6,1169.94,1,churned
61,1,202.65,0,low-engaged
33,3,980.31,0,low-engaged
59,5,1231.31,0,low-engaged
15,20,7561.68,3,Regulars
87,4,2106.84,0,low-engaged
7,1,104,0,low-engaged
358,1,476.35,1,churned
31,6,1341.42,0,low-engaged
129,4,1590.81,0,low-engaged
9,6,1793.17,0,low-engaged
5,6,1843.75,0,low-engaged
24,1,382.8,0,low-engaged
227,2,632.07,1,churned
15,1,49.8,0,low-engaged
249,1,304.25,1,churned
15,3,2001.04,0,low-engaged
78,2,1090.24,0,low-engaged
192,2,284.46,1,churned
262,1,207.8,1,churned
72,1,957.97,0,low-engaged
165,1,243.76,1,churned
82,1,973.84,0,low-engaged
95,2,689.13,0,low-engaged
4,17,5425.56,3,Regulars
106,1,163.8,0,low-engaged
200,3,1396.99,1,churned
157,1,160.42,1,churned
71,3,1993.7,0,low-engaged
36,2,517.36,0,low-engaged
29,1,139.1,0,low-engaged
2,6,2621.38,0,low-engaged
26,5,600.07,0,low-engaged
326,1,248.42,1,churned
237,1,232.48,1,churned
89,1,299.34,0,low-engaged
31,1,481.75,0,low-engaged
29,2,621.75,0,low-engaged
211,2,662.08,1,churned
3,10,2069.77,0,low-engaged
227,1,305.28,1,churned
22,5,1041.61,0,low-engaged
93,1,443,0,low-engaged
5,14,6484.54,3,Regulars
264,1,158.95,1,churned
3,12,5509.12,0,low-engaged
44,11,5228.05,0,low-engaged
218,1,93.75,1,churned
57,2,779.9,0,low-engaged
12,20,7276.9,3,Regulars
9,7,2810.2,0,low-engaged
192,5,2083.27,1,churned
82,4,592.97,0,low-engaged
326,1,440,1,churned
72,3,1796.48,0,low-engaged
30,6,882.24,0,low-engaged
3,5,987.1,0,low-engaged
219,5,1561.61,1,churned
46,1,422.58,0,low-engaged
10,17,2073.09,3,Regulars
72,4,2232.49,0,low-engaged
7,7,2567.06,0,low-engaged
24,2,596.1,0,low-engaged
123,2,804.02,0,low-engaged
17,1,95.34,0,low-engaged
310,1,349.27,1,churned
87,1,4314.72,0,low-engaged
51,2,526.67,0,low-engaged
89,1,103.3,0,low-engaged
39,8,2337.63,0,low-engaged
25,3,2338.6,0,low-engaged
173,6,2643.2,1,churned
43,2,324.24,0,low-engaged
140,1,149.48,0,low-engaged
26,3,1213.16,0,low-engaged
72,2,801.51,0,low-engaged
134,1,25.5,0,low-engaged
366,1,168.6,1,churned
38,2,283.15,0,low-engaged
3,6,3078.58,0,low-engaged
2,3,204,0,low-engaged
30,1,175.92,0,low-engaged
44,1,335.86,0,low-engaged
58,1,110.38,0,low-engaged
74,1,173.9,0,low-engaged
278,1,180.6,1,churned
181,1,80.82,1,churned
8,2,178.05,0,low-engaged
4,16,2094.88,3,Regulars
43,3,1837.28,0,low-engaged
